51304306258,fdb,285,147
51304312896,fdd,53,167
51304317015,egc,260,248
51304325195,bcd,176,94
51304351791,abc,48,109
51304362798,bca,207,206
51304366354,gbb,214,110
51304394950,ffg,37,44
51304409818,gcg,226,182
51304430087,gfd,14,178
51304430451,faf,88,56
51304442636,gfe,1,60
51304494162,agc,211,29
51304512951,bcg,137,140
51304547346,dbd,172,296
51304562558,agf,104,183
51304579143,ccd,53,167
51304586317,eec,75,326
51304599618,ece,283,22
51304606810,fbd,280,224
51304612174,acb,113,34
51304636652,fbe,88,7
51304675258,cfb,15,163
51304678795,dbf,172,218
51304730678,aef,72,232
51304752254,aae,192,92
51304755415,aab,64,144
51304769354,cbe,249,139
51304805933,egf,229,197
51304841747,ebf,103,294
51304859186,fbf,258,174
51304938032,fbb,163,33
51304961046,fgd,45,206
51304982141,fbb,177,31
51304987062,dbg,123,267
51305007680,dfc,89,189
51305021391,ccb,94,111
51305037827,ecf,159,268
51305044208,ccb,36,111
51305075235,aeg,21,150
51305105658,cfe,122,192
51305159013,egd,60,321
51305166656,aba,46,108
51305174860,ddg,143,146
51305179646,gca,53,257
51305231168,fdd,223,156
51305247001,deg,249,220
51305300519,ecg,55,57
51305302680,ced,93,168
51305317491,bed,207,25
51305336166,acb,147,35
51305372344,egf,252,234
51305377962,abe,30,217
51305380623,beb,230,43
51305427360,aeb,106,166
51305445718,cac,4,169
51305466015,cfe,137,203
51305472562,adf,252,62
51305483072,fdb,146,127
51305530343,ebg,230,189
51305539764,ebd,88,106
51305546904,cee,277,297
51305555172,edf,89,53
51305596304,dad,198,249
51305605530,cfa,101,127
51305605715,ggg,258,83
51305632567,bba,101,27
51305652356,aag,266,184
51305671983,cgb,88,32
51305677237,edg,131,243
51305712534,efc,122,232
51305730611,acf,157,58
51305763926,dcb,126,186
51305768316,beg,164,61
51305786823,gga,46,5
51305801467,edb,283,253
51305814023,bde,118,42
51305820246,deb,52,22
51305831019,cfb,124,190
51305861867,ggd,49,128
51305865854,eda,138,67
51305882663,cab,160,19
51305896656,fda,31,64
51305927259,beb,228,49
51305938411,gcc,66,254
51305960862,ebg,164,209
51305983832,abc,135,115
51306000607,abf,134,146
51306014622,bbc,206,200
51306015519,eac,14,254
51306021077,agd,156,187
51306034005,afa,244,11
51306050342,afe,195,5
51306055453,gcc,117,292
51306066759,aee,107,9
51306070327,cdf,226,105
51306120279,edc,137,145
51306120827,abf,202,162
51306125036,bdg,218,137
51306132570,cdd,88,80
51306151741,cde,224,80
51306195693,gge,91,172
51306249114,dcd,296,127
51306250387,eae,286,46
51306255397,geg,10,130
51306293663,cec,91,297
51306307099,egb,211,292
51306312179,fdg,169,159
51306312746,acb,208,28
51306314472,aab,58,146
51306332315,eac,13,294
51306345876,bgb,141,74
51306384733,ace,176,103
51306405360,gad,72,154
51306423930,fab,72,40
51306433789,dgg,128,200
51306441666,edg,65,213
51306450146,bdf,70,153
51306467876,dge,44,222
51306507386,ded,266,290
51306509060,dcc,171,28
51306510419,fcf,1,272
51306510882,dff,127,71
51306516156,eeg,132,175
51306543759,bfd,147,146
51306548929,fge,108,83
51306556996,ggb,264,34
51306572539,bdd,97,227
51306577878,bea,205,240
51306596165,gaf,98,177
51306603631,gfe,100,54
51306608000,fad,109,253
51306611087,bfb,54,134
51306617202,ced,111,152
51306631146,fcg,34,26
51306635448,cad,183,60
51306663675,cfg,142,71
51306673739,caa,172,91
51306716099,dfb,229,70
51306737815,ccc,240,89
51306785710,add,106,149
51306791582,afd,212,286
51306792793,gdb,162,184
51306805319,deg,35,187
51306819600,edd,21,65
51306841307,ccc,298,80
51306844441,ccg,133,72
51306847819,gbb,247,108
51306852928,bcb,89,29
51306854158,eeb,122,110
51306859020,gcf,276,159
51306867095,dba,218,135
51306922059,gbf,277,255
51306926972,cgb,242,27
51306942645,gff,85,220
51306949397,fff,53,35
51306981605,adc,207,74
51306985378,bcd,276,107
51307016977,ceb,235,225
51307042298,bgg,77,169
51307047085,dbg,240,277
51307070477,acd,95,229
51307083107,ccf,186,217
51307092207,cgg,124,202
51307108617,cga,274,208
51307135041,bfb,22,144
51307141305,bab,5,237
51307197197,daf,154,18
51307203863,dff,181,75
51307215234,bff,231,58
51307217377,edc,57,133
51307221220,dfg,62,257
51307222383,acg,92,251
51307276150,cca,255,270
51307294032,fgb,296,11
51307303714,eef,54,92
51307306913,cce,61,203
51307310500,fca,22,139
51307326288,cgd,282,218
51307337148,fbd,287,239
51307338124,bfa,165,233
51307350026,bbf,2,69
51307371753,bce,257,232
51307372806,eff,156,52
51307382126,dae,188,87
51307390747,daf,118,20
51307425650,egg,139,99
51307453831,cge,42,223
51307484350,gac,101,274
51307490833,caa,47,104
51307507933,bef,26,145
51307588027,fea,218,240
51307591965,eag,288,209
51307614663,def,221,204
51307619343,fdf,20,89
51307619460,gcf,125,181
51307629453,bbe,42,29
51307631726,ebg,185,175
51307633150,gba,13,134
51307656771,faf,64,56
51307668984,adg,211,42
51307669057,fcd,180,210
51307671297,ead,261,241
51307690936,aff,97,236
51307694189,afc,295,12
51307696726,gaf,110,155
51307697205,bge,230,324
51307701062,ebf,113,291
51307708209,bdc,244,124
51307710696,bec,221,231
51307734250,cgg,156,189
51307775275,bfc,8,128
51307798792,bda,282,207
51307825116,gcd,7,194
51307825726,bee,132,188
51307830298,ebe,103,62
51307861139,gae,229,271
51307878292,cec,277,237
51307888499,ecg,293,50
51307889508,aff,234,266
51307907035,ffc,185,267
51307930600,dga,65,237
51307933352,cdd,21,88
51307934735,ggf,210,144
51307941890,ddb,268,138
51307944408,ddf,162,70
51307948197,ada,124,283
51307963397,bae,146,170
51307974349,dbb,281,51
51308010224,cgf,42,187
51308028616,aef,95,185
51308034321,gda,157,247
51308046154,egd,124,362
51308049496,efb,22,83
51308075911,efg,149,68
51308079636,fdf,108,78
51308081824,gfg,294,326
51308091463,dgc,132,201
51308093953,efc,27,213
51308104745,dec,120,15
51308112422,ead,266,226
51308119021,bgd,284,12
51308126568,eed,131,74
51308126812,dee,99,117
51308131012,gaf,227,156
51308144008,ecd,261,187
51308154161,fbg,249,154
51308169077,cae,195,184
51308176641,cdc,175,229
51308185793,dbc,118,139
51308221437,dfd,237,222
51308270139,egc,48,272
51308320502,cbe,159,154
51308360916,aaf,38,54
51308363078,ged,19,267
51308365389,fec,200,251
51308378541,gdd,215,17
51308379555,caa,154,102
51308389646,ffa,44,104
51308394335,adc,242,71
51308432260,cbb,60,39
51308433921,bbg,265,78
51308460552,bff,276,63
51308462718,eee,16,94
51308479254,gce,145,89
51308488469,cbd,292,176
51308501650,aaa,217,281
51308503315,gfd,27,161
51308505988,ede,277,275
51308542004,gdg,94,168
51308558843,eba,223,135
51308580570,gbc,2,51
51308599904,fed,134,139
51308604499,dbc,128,164
51308622863,fba,250,40
51308625038,eea,110,161
51308636844,fcb,269,19
51308664439,fbc,164,131
51308666816,gdf,143,146
51308674755,baa,18,86
51308677912,caf,70,190
51308688004,eca,57,185
51308689854,cbc,121,41
51308751053,bbd,259,289
51308767327,ecb,179,11
51308778148,dgf,252,72
51308782951,cdb,46,105
51308819040,ffg,241,37
51308823086,ccd,220,182
51308827235,afd,176,337
51308842681,cdg,257,151
51308854308,afg,6,308
51308859587,ggc,172,304
51308864740,cab,245,21
51308874292,fcf,246,323
51308879971,dda,241,292
51308881040,geb,238,85
51308881459,abg,26,92
51308890947,fca,9,155
51308896780,ade,60,55
51308917536,aad,56,80
51308919519,dbb,92,57
51308970013,cda,149,33
51308973283,daa,45,29
51308981096,bgg,174,179
51308983857,fgf,281,274
51308989414,gfc,14,246
51309005470,dgg,31,198
51309012717,dae,29,78
51309032262,deb,85,23
51309041827,ffc,259,229
51309044949,dgf,15,67
51309047255,bab,127,248
51309056896,bgf,127,203
51309064831,dcf,193,141
51309087841,ebf,149,305
51309090067,fce,137,151
51309091431,gcb,109,261
51309107642,gab,197,83
51309109752,ebd,126,91
51309119352,bde,62,42
51309123643,acf,228,53
51309126746,dce,145,71
51309133239,egd,119,369
51309141904,ace,127,121
51309142334,dgb,11,61
51309148866,eaa,75,119
51309149903,ggc,64,322
51309159027,bcf,298,163
51309162337,cfa,70,118
51309164943,edb,269,227
51309173376,add,148,163
51309175354,bad,250,278
51309180315,abb,108,245
51309200567,ebf,288,338
51309205821,aea,190,72
51309218540,ddc,96,79
51309222742,aec,90,12
51309254239,fac,41,297
51309262145,aed,126,109
51309267381,abe,235,247
51309276757,bbg,77,66
51309288392,bag,285,171
51309311709,agb,58,238
51309323954,ggb,131,39
51309329820,eab,145,255
51309344668,fga,29,173
51309346475,bcg,148,120
51309362682,cbg,120,90
51309362752,ffd,161,219
51309367883,dca,156,75
51309370257,fbf,72,175
51309373514,gbe,13,273
51309386927,cea,278,189
51309397693,dad,116,211
51309406297,ddd,191,217
51309415517,adb,98,229
51309454828,fae,79,288
51309462009,gdc,29,167
51309470399,feg,272,115
51309481167,gfb,12,190
51309483913,gcg,141,172
51309509901,bgf,128,184
51309522487,eea,51,148
51309536245,gad,247,130
51309541584,ebb,156,84
51309548106,bfe,285,33
51309549284,fae,98,230
51309588937,fgg,268,18
51309594572,cfc,276,112
51309603574,eaf,8,134
51309613696,gef,78,228
51309621884,ged,275,267
51309624035,bcc,164,285
51309627685,afb,37,138
51309633781,bac,295,212
51309635070,efg,205,58
51309639741,dfe,44,270
51309645912,gea,156,196
51309657138,dag,78,189
51309679942,age,87,33
51309683598,agd,225,207
51309693390,aeg,2,162
51309700460,bdd,84,224
51309704092,fdc,180,287
51309706704,fef,170,132
51309709351,gde,30,69
51309740482,abd,257,41
51309744367,ggf,276,125
51309753993,aag,257,178
51309766191,acf,285,54
51309792100,dba,273,109
51309804227,cef,45,211
51309807231,eed,14,75
51309835788,gfc,162,280
51309855462,gec,271,233
51309876734,dea,171,249
51309880095,cge,121,265
51309904437,gbd,27,91
51309923330,aae,14,101
51309949966,ege,182,259
51309958342,cba,138,31
51309963426,dab,38,176
51309964667,bad,299,230
51309987489,ebc,295,109
51309997388,gef,63,193
51310020179,adg,277,39
51310084410,gfb,140,205
51310110751,efd,162,264
51310120213,bcd,143,121
51310149819,bdb,61,245
51310152581,fce,156,135
51310153160,fgb,22,11
51310154520,gcg,105,142
51310155900,dbb,122,64
51310173271,feg,81,92
51310185037,gaa,174,252
51310254285,dbf,158,255
51310270919,acc,80,166
51310271457,fdb,131,116
51310285070,ace,174,129
51310290549,cda,57,26
51310310992,cbf,267,14
51310320041,bef,55,149
51310344285,fec,257,261
51310345590,aga,233,192
51310362176,baa,263,68
51310363688,cag,77,98
51310379131,aad,194,72
51310390765,ege,15,284
51310515007,efc,118,223
51310549713,gga,207,5
51310561198,ada,93,285
51310593456,ggd,240,149
51310593654,daf,89,21
51310614644,fda,297,54
51310615235,fde,58,39
51310618618,bdc,158,132
51310661861,ddd,55,221
51310679519,faa,236,150
51310688534,bga,20,42
51310696208,cab,73,18
51310698078,ddb,181,114
51310728916,ccf,192,232
51310792365,ega,257,310
51310812662,acc,164,142
51310824758,fea,16,228
51310835169,fac,146,288
51310840080,aac,34,212
51310853773,dgb,213,49
51310861255,eab,219,277
51310874752,gce,236,75
51310879476,feb,155,189
51310911679,ace,177,114
51310928446,efe,189,109
51310934113,agg,142,52
51310955162,gea,191,186
51310966475,gaf,107,138
51310993725,dfe,190,248
51311018769,ffa,268,117
51311038718,cgf,257,211
51311040921,acg,195,281
51311044811,fcc,122,283
51311057246,fee,111,37
51311059323,gee,215,112
51311067836,dad,209,251
51311077430,ede,26,244
51311085460,cgd,209,174
51311126684,feb,82,224
51311132993,agc,123,33
51311136009,daf,191,21
51311156849,aae,20,84
51311172786,ecc,43,316
51311204935,afb,213,122
51311207138,gfa,141,159
51311214591,ade,152,44
51311217323,bca,290,199
51311254773,acd,293,185
51311266652,egg,174,107
51311291343,baf,209,14
51311302057,ffe,22,122
51311313062,cef,57,192
51311328627,cbg,263,96
51311342899,ddf,224,77
51311366212,bea,243,192
51311375077,bdb,55,215
51311381623,eca,165,185
51311387338,ddb,184,103
51311417125,ece,15,25
51311421980,ebb,261,76
51311430933,cgb,218,24
51311456197,gbe,36,240
51311464223,cdd,244,82
51311470336,bbb,286,88
51311472308,cfb,218,174
51311517895,eeg,17,199
51311537163,aae,187,86
51311542711,dcf,10,145
51311563248,dcg,297,79
51311589509,ced,235,161
51311611373,fcg,90,22
51311625052,cff,28,53
51311627882,bbe,113,34
51311650294,dad,138,220
51311653610,fgb,115,9
51311657700,dee,66,122
51311658055,ffg,15,31
51311712807,cfd,140,131
51311715573,cad,276,55
51311729524,fbe,91,8
51311794037,afa,171,10
51311799216,ceb,236,189
51311813512,aaf,1,59
51311816259,bfd,19,167
51311856113,agf,95,159
51311883837,dac,59,287
51311886914,cfe,259,229
51311900913,faa,262,144
51311911596,afa,251,10
51311923308,caf,117,214
51311924666,dde,151,113
51311949962,cbd,273,179
51311959872,ddc,33,90
51311978677,fbf,173,187
51311993538,beg,64,51
51312009992,bfg,7,144
51312013325,dga,15,234
51312071375,bge,232,281
51312075219,aaa,218,266
51312088034,caf,123,173
51312099339,bge,282,286
51312132982,gbg,220,212
51312148615,cee,85,347
51312157901,bgd,263,9
51312184279,fcd,125,220
51312186945,ecg,214,42
51312189815,ebc,277,107
51312241060,aaa,210,266
51312263769,cce,204,190
51312264513,dfa,130,201
51312275487,efa,221,36
51312284337,fca,198,139
51312339041,eed,114,84
51312382494,ced,172,146
51312437215,aba,189,90
51312471088,cac,190,138
51312492199,eae,86,44
51312494592,fcc,281,336
51312496498,cea,151,219
51312498926,fdd,50,140
51312501804,gag,91,138
51312541381,efb,8,72
51312563623,dcc,38,32
51312598565,feb,285,259
51312602418,aca,140,154
51312609869,dbe,139,130
51312621969,fdd,185,121
51312636706,eba,15,120
51312644025,dge,173,206
51312652890,gbb,5,127
51312682633,gbc,94,43
51312685668,baf,251,15
51312695481,ecf,32,230
51312704059,fgc,72,278
51312713407,bcd,294,135
51312716499,bef,83,171
51312722439,gge,73,166
51312727908,aba,210,106
51312737863,aac,54,212
51312812515,cgb,123,21
51312844989,dgd,290,335
51312858358,caa,263,93
51312868490,bea,122,188
51312878487,agg,213,55
51312885451,eag,83,236
51312911300,cca,78,272
51312915772,acg,28,309
51312931854,fdb,128,126
51312944939,gba,151,139
51312954677,eec,47,352
51312978357,fac,226,250
51312988944,agd,168,167
51313002737,bbe,297,31
51313006958,fcf,114,335
51313007899,bba,68,26
51313057446,ebe,80,58
51313060105,bfd,288,146
51313067376,aeb,55,139
51313070211,cef,37,188
51313091781,gfb,298,180
51313104564,ged,272,240
51313108116,bac,18,180
51313122688,aed,39,95
51313151163,bed,82,26
51313171350,cgc,204,63
51313183384,aac,2,220
51313193516,gac,296,287
51313195803,faf,183,54
51313209524,bec,232,228
51313251315,egc,262,255
51313255803,eee,96,104
51313279591,bff,259,66
51313285242,dbd,87,245
51313308956,cae,80,176
51313325058,edd,83,69
51313338259,gce,281,72
51313342771,ffb,54,222
51313361477,egf,154,234
51313401753,dfc,205,215
51313429203,gec,144,267
51313448194,cbc,296,33
51313465879,fce,20,109
51313485440,dbg,231,277
51313519766,bgc,233,235
51313536999,fag,240,155
51313554885,gab,295,70
51313561125,bef,82,201
51313576649,ggg,32,69
51313583459,fad,70,242
51313591212,ceg,116,152
51313594131,fba,174,43
51313633276,bdf,171,171
51313638514,gab,79,63
51313667598,ddd,1,254
51313673178,bfb,88,139
51313684570,abd,140,35
51313691438,acb,114,32
51313702155,edc,180,148
51313749955,bcf,170,158
51313767413,bdb,283,230
51313770652,eff,190,61
51313782641,bee,47,216
51313793989,eda,191,67
51313795408,bcb,118,27
51313849119,geg,226,118
51313863219,fdc,83,324
51313878589,cdg,216,144
51313885382,fge,253,83
51313945731,dgb,297,41
51313973316,cfg,235,61
51313977078,ccf,45,248
51314005491,fbb,77,26
51314008218,eeg,35,183
51314032987,cfg,295,60
51314042524,gbf,69,229
51314045996,cef,102,223
51314050426,bbd,253,326
51314079881,aee,155,10
51314080836,bbc,191,218
51314093986,baa,185,66
51314193840,eaa,69,126
51314217047,aef,155,170
51314242563,bgc,288,232
51314251021,gfa,25,128
51314271198,egc,139,234
51314315871,gag,198,140
51314336865,cea,289,221
51314347299,gda,130,202
51314347354,cad,194,50
51314358054,eab,288,288
51314362339,adf,170,55
51314374265,ffd,180,205
51314387927,cgg,112,209
51314404800,cgc,194,73
51314422102,gbe,81,235
51314467190,dcd,141,129
51314467667,fee,239,40
51314477778,edf,3,59
51314484134,gcd,149,199
51314505345,gcg,147,143
51314507617,bfa,280,230
51314530347,gdc,220,185
51314540616,cce,245,201
51314545114,deg,250,211
51314550836,aab,259,141
51314553606,gca,121,259
51314573744,dgc,166,166
51314575836,gfc,245,288
51314579447,deb,73,23
51314598343,gfd,182,177
51314603422,afg,65,304
51314609099,ddg,106,135
51314609877,cbb,177,37
51314623114,bec,68,223
51314629969,gfd,192,155
51314650859,edg,166,183
51314655443,ccb,242,93
51314656424,age,295,33
51314723463,bce,225,222
51314759553,dcb,51,199
51314765130,afe,298,5
51314766139,cda,140,25
51314769475,bcg,266,136
51314770302,abe,118,256
51314807405,fgd,31,197
51314810836,fdg,182,184
51314816571,gea,31,208
51314819452,aaf,2,60
51314835992,fdf,117,79
51314848261,egb,106,256
51314851448,eeb,248,123
51314879982,eae,19,36
51314884801,ddb,217,110
51314902367,feg,9,79
51314922040,bae,187,187
51314985088,cdf,235,99
51314992879,dgf,286,74
51315010106,adc,213,68
51315010278,faf,219,54
51315047516,eae,48,42
51315058096,ggb,141,32
51315058667,fgg,239,19
51315075182,gdb,141,189
51315085205,gbd,96,101
51315095800,aea,291,66
51315101151,gcc,36,254
51315108079,abc,263,134
51315119120,geb,282,74
51315135562,fdb,252,131
51315135784,bfc,5,152
51315138111,ded,155,243
51315177079,aec,178,10
51315181514,dag,104,162
51315189578,dfb,130,72
51315204978,bag,198,191
51315209306,afd,252,323
51315229701,adf,288,55
51315231824,fed,115,151
51315239632,bed,25,27
51315242898,dad,170,250
51315280906,dfd,41,210
51315289446,beb,121,39
51315293323,fga,36,198
51315294848,bgb,206,79
51315309067,gae,24,308
51315331756,ffa,246,109
51315337989,gbd,35,119
51315351143,fba,219,47
51315351679,abf,4,153
51315372604,acf,30,62
51315399069,cfd,198,141
51315401189,dbg,185,265
51315431252,gce,165,74
51315442934,ggf,131,148
51315444180,aaf,228,71
51315464949,feb,30,212
51315475971,fab,262,32
51315479952,aag,229,192
51315498140,eec,235,299
51315518380,ebg,267,143
51315521836,dga,1,248
51315526234,dec,207,14
51315573947,ege,258,241
51315577803,eac,15,305
51315599641,gbf,191,224
51315602587,adf,173,56
51315604599,fdf,279,79
51315638994,fcg,121,19
51315653565,eea,160,136
51315666421,gfe,255,49
51315667457,cde,68,79
51315680727,daf,186,21
51315681519,gad,293,152
51315691350,fgf,166,298
51315740040,fgg,88,21
51315742088,bdg,223,139
51315745042,gab,247,56
51315750013,ccg,204,80
51315761402,fff,61,41
51315779202,ede,254,263
51315786085,dcc,11,28
51315811809,gea,87,210
51315823886,fdf,89,80
51315824679,bea,229,204
51315826557,ade,6,35
51315849778,age,37,31
51315857221,agd,132,163
51315862246,agd,151,132
51315869066,gec,171,296
51315875582,aef,268,192
51315877391,gcc,117,213
51315877715,afg,60,279
51315881232,ffd,199,202
51315897008,cfe,77,203
51315897456,bgg,265,213
51315902115,efe,208,118
51315914836,fdb,218,141
51315959294,dda,70,286
51315968265,fef,250,153
51316005457,gda,166,240
51316013547,dgf,272,62
51316091621,ffc,189,203
51316103025,bee,209,239
51316104302,def,198,191
51316123960,feb,254,201
51316127723,agg,192,47
51316186215,gfb,66,160
51316192474,bce,295,177
51316197167,ddf,20,88
51316200941,acf,134,58
51316260879,cec,84,234
51316271516,ada,68,267
51316279298,fec,114,258
51316308554,fcc,191,325
51316311303,aaa,109,215
51316313117,gdd,245,15
51316327039,caf,219,138
51316369364,ggc,93,360
51316388884,cbe,36,152
51316402536,ecb,104,11
51316410996,ggd,189,141
51316437229,bad,188,246
51316444726,agb,282,204
51316458012,gff,109,235
51316462952,gef,186,191
51316467343,eed,53,78
51316492031,gba,35,116
51316493006,cbc,47,33
51316499308,bfe,40,31
51316529273,eeg,72,155
51316557977,bbf,163,61
51316560855,fgc,68,264
51316561439,gbe,25,260
51316562246,bga,115,40
51316574585,dff,294,79
51316577487,bcf,171,161
51316592661,fdd,64,114
51316604633,eaa,120,132
51316643452,ccc,88,88
51316659818,cga,156,187
51316679089,bad,114,226
51316788778,abb,196,213
51316789492,aff,287,220
51316791507,aba,243,106
51316794279,abd,223,33
51316796491,dfg,235,257
51316810502,aec,180,9
51316878091,cag,87,87
51316879550,eef,180,76
51316894640,afc,111,13
51316904429,cga,141,179
51316905296,egd,209,306
51316918090,dab,14,168
51316953685,deb,160,21
51316953728,gcf,166,206
51316983862,adb,207,183
51317009143,dbg,261,299
51317015345,cbc,188,31
51317025551,eae,277,41
51317025731,abf,261,163
51317046113,gad,148,153
51317087770,aaf,19,82
51317088235,gde,180,75
51317103711,ecf,229,232
51317130258,dba,174,120
51317133903,efd,121,290
51317177558,gaa,99,254
51317200952,ecc,292,268
51317201978,edg,130,148
51317246279,dae,140,62
51317246666,bda,173,215
51317252324,cgf,42,219
51317294740,dfe,77,213
51317300770,gda,255,220
51317301562,fbd,111,248
51317310489,fbg,73,155
51317331130,gdb,217,151
51317336110,cge,120,265
51317344530,ddc,120,83
51317344699,acc,184,157
51317345315,daa,208,25
51317352427,fce,153,105
51317373215,bbc,235,252
51317385281,aeg,242,178
51317408303,dgd,281,391
51317411569,geb,261,68
51317437443,ecb,182,10
51317439535,ebf,47,280
51317444358,bcc,215,236
51317463328,dfg,94,213
51317481906,gae,82,329
51317497268,gag,56,134
51317516034,ede,8,223
51317536995,ecd,180,209
51317571806,gaa,229,269
51317618717,dfa,212,219
51317677799,ead,158,207
51317706744,ceg,247,129
51317717835,ffe,120,98
51317723977,gfg,104,332
51317739936,ggc,179,378
51317772009,abc,112,113
51317800100,ddc,117,72
51317809732,ebf,216,235
51317816118,cdc,65,212
51317843620,abe,194,284
51317873317,eeb,174,121
51317880448,cde,244,81
51317895233,dea,139,268
51317933438,adc,151,74
51317943364,cdb,280,88
51317954392,agc,89,33
51317969175,ecg,138,41
51317999971,ede,75,187
51318004508,dgg,61,180
51318027622,cfc,270,127
51318055383,bge,164,228
51318064658,dca,262,84
51318087861,ggb,129,36
51318087972,fcf,67,271
51318100958,eaf,61,147
51318114077,feb,72,237
51318144628,bbf,83,65
51318153779,bcb,17,27
51318171091,beg,74,49
51318185774,cff,199,57
51318239200,gbc,50,45
51318258184,efg,152,55
51318293917,fag,127,172
51318308068,ecf,260,259
51318316667,abg,268,108
51318325644,aae,79,96
51318328514,bbg,284,77
51318329886,gdg,162,151
51318342698,dcg,106,69
51318360195,daf,222,24
51318389532,dfa,241,177
51318402784,cdb,207,100
51318412014,bgf,120,207
51318432243,dce,60,60
51318460740,gde,69,84
51318462745,gfd,212,142
51318472486,fcb,77,16
51318473240,dfe,70,178
51318489653,dbb,12,67
51318499435,ebd,247,80
51318505418,fbc,17,151
51318522534,gdf,202,134
51318527163,cca,66,217
51318528406,bea,220,193
51318532741,ffb,149,215
51318536696,ace,53,101
51318539049,efg,51,62
51318541334,dae,231,58
51318543097,edd,216,62
51318547226,dbc,289,132
51318575235,aae,139,83
